"PlantId","TotalDamge","MaxDamage","tick"
"",12766,250000,83.0
"",3987,750000,83.0
"",12777,250000,84.0
"",3990,750000,84.0
"",12785,250000,85.0
"",3995,750000,85.0
"",12793,250000,86.0
"",4000,750000,86.0
"",12801,250000,87.0
"",4004,750000,87.0
"",12810,250000,88.0
"",4007,750000,88.0
"",12817,250000,89.0
"",4011,750000,89.0
"",12825,250000,90.0
"",4014,750000,90.0
"",12831,250000,91.0
"",4019,750000,91.0
"",12841,250000,92.0
"",4020,750000,92.0
"",12849,250000,93.0
"",4022,750000,93.0
"",12855,250000,94.0
"",4024,750000,94.0
"",12861,250000,95.0
"",4026,750000,95.0
"",12867,250000,96.0
"",4028,750000,96.0
"",12873,250000,97.0
"",4029,750000,97.0
"",12878,250000,98.0
"",4031,750000,98.0
"",12884,250000,99.0
"",4032,750000,99.0
"",12890,250000,100.0
"",4033,750000,100.0
"",12896,250000,101.0
"",4033,750000,101.0
"",12902,250000,102.0
"",4033,750000,102.0
"",12907,250000,103.0
"",4033,750000,103.0
"",12911,250000,104.0
"",4033,750000,104.0
"",12915,250000,105.0
"",4033,750000,105.0
"",12919,250000,106.0
"",4033,750000,106.0
"",12923,250000,107.0
"",4033,750000,107.0
"",12927,250000,108.0
"",4033,750000,108.0
"",12930,250000,109.0
"",4034,750000,109.0
"",12931,250000,110.0
"",4035,750000,110.0
"",12932,250000,111.0
"",4036,750000,111.0
"",12932,250000,112.0
"",4038,750000,112.0
"",12932,250000,113.0
"",4040,750000,113.0
"",12932,250000,114.0
"",4042,750000,114.0
"",12932,250000,115.0
"",4044,750000,115.0
"",12932,250000,116.0
"",4046,750000,116.0
"",12933,250000,117.0
"",4047,750000,117.0
"",12934,250000,118.0
"",4048,750000,118.0
"",12934,250000,119.0
"",4050,750000,119.0
"",12935,250000,120.0
"",4051,750000,120.0
"",12936,250000,121.0
"",4051,750000,121.0
"",12937,250000,122.0
"",4051,750000,122.0
"",12938,250000,123.0
"",4051,750000,123.0
"",12939,250000,124.0
"",4051,750000,124.0
"",12940,250000,125.0
"",4051,750000,125.0
"",12941,250000,126.0
"",4051,750000,126.0
"",12942,250000,127.0
"",4051,750000,127.0
"",12943,250000,128.0
"",4051,750000,128.0
"",12944,250000,129.0
"",4051,750000,129.0
"",12945,250000,130.0
"",4051,750000,130.0
"",12946,250000,131.0
"",4051,750000,131.0
"",12946,250000,132.0
"",4052,750000,132.0
"",12946,250000,133.0
"",4053,750000,133.0
"",12947,250000,134.0
"",4053,750000,134.0
"",12948,250000,135.0
"",4053,750000,135.0
"",12949,250000,136.0
"",4053,750000,136.0
"",12950,250000,137.0
"",4053,750000,137.0
"",12951,250000,138.0
"",4053,750000,138.0
"",12952,250000,139.0
"",4053,750000,139.0
"",12953,250000,140.0
"",4053,750000,140.0
"",12954,250000,141.0
"",4053,750000,141.0
"",12955,250000,142.0
"",4053,750000,142.0
"",12956,250000,143.0
"",4053,750000,143.0
"",12956,250000,144.0
"",4053,750000,144.0
